amount,total
8.86,818.61
40.27,818.61
21.11,818.61
23.76,818.61
22.27,818.61
49.91,818.61
31.06,818.61
64.61,818.61
51.83,818.61
17.41,818.61
75.46,818.61
27.09,818.61
66.09,818.61
23.79,739.81
0.06,739.81
46.09,739.81
14.16,739.81
26.79,739.81
6.26,739.81
25.3,739.81
14.97,739.81
15.74,739.81
21.84,739.81
25.04,739.81
10.73,739.81
25.14,739.81
27.15,739.81
14.64,739.81
57.75,739.81
18.24,739.81
42.87,739.81
23.46,739.81
49.37,739.81
1.87,739.81
48.73,739.81
38.31,739.81
12.66,739.81
21.06,739.81
37.62,739.81
38.58,739.81
51.59,739.81
36.54,175.18
16.76,175.18
42.21,175.18
37.96,175.18
41.71,175.18
20.5,1090.97
16.88,1090.97
31.58,1090.97
12.34,1090.97
36.23,1090.97
19.76,1090.97
34.08,1090.97
30.73,1090.97
18.07,1090.97
47.05,1090.97
22.88,1090.97
43.97,1090.97
8.33,1090.97
14.85,1090.97
38.51,1090.97
31.44,1090.97
26.03,1090.97
7.14,1090.97
203.91,1090.97
37.99,1090.97
0.23,1090.97
55.27,1090.97
52.49,1090.97
14.58,1090.97
0.08,1090.97
56.7,1090.97
72.52,1090.97
17.79,1090.97
43.53,1090.97
53.11,1090.97
22.4,1090.97
6.8,684.56
14.56,684.56
33.84,684.56
12.23,684.56
6.79,684.56
47.95,684.56
59.36,684.56
8.35,684.56
21.77,684.56
29.77,684.56
14.9,684.56
34.06,684.56
19.79,684.56
28.21,684.56
26.55,684.56
32.1,684.56
6.15,684.56
11,684.56
18.95,684.56
22.43,684.56
34.14,684.56
15.23,684.56
1.62,684.56
24.49,684.56
75.89,684.56
20.77,684.56
7.36,684.56
43.61,684.56
5.89,684.56
12.87,766.07
13.16,766.07
29.12,766.07
57.02,766.07
27.12,766.07
18.11,766.07
25.18,766.07
45.34,766.07
19.61,766.07
14.29,766.07
35.69,766.07
14.61,766.07
90.01,766.07
3.62,766.07
27.95,766.07
15.7,766.07
28.23,766.07
10.02,766.07
46.62,766.07
60.13,766.07
18.93,766.07
6.62,766.07
36.64,766.07
24.58,766.07
14.48,766.07
27.88,766.07
10.62,766.07
31.92,766.07
71.51,138.05
66.54,138.05
63.13,616.88
149.39,616.88
25.46,616.88
33.06,616.88
30.23,616.88
236,616.88
29.88,616.88
33.76,616.88
15.97,616.88
43.23,1016.92
50.11,1016.92
64.74,1016.92
39.35,1016.92
37.81,1016.92
21.47,1016.92
17.36,1016.92
68.86,1016.92
23.2,1016.92
21.52,1016.92
26.23,1016.92
124.9,1016.92
37.69,1016.92
32.7,1016.92
47.71,1016.92
46.74,1016.92
24.38,1016.92
14.43,1016.92
15.86,1016.92
27.07,1016.92
1.09,1016.92
4.63,1016.92
2.23,1016.92
28.46,1016.92
71.31,1016.92
50.22,1016.92
73.62,1016.92
7.86,563.63
6.85,563.63
10.14,563.63
18.19,563.63
10.67,563.63
47.68,563.63
56.65,563.63
37.93,563.63
12.7,563.63
18.37,563.63
5.08,563.63
35.55,563.63
20.05,563.63
50.98,563.63
15.77,563.63
33.32,563.63
0.64,563.63
9.02,563.63
3.28,563.63
83.31,563.63
26.89,563.63
11.77,563.63
28.63,563.63
4.61,563.63
7.69,563.63
42.08,323.16
18.64,323.16
182.25,323.16
0.54,323.16
79.65,323.16
29.03,582.89
56.79,582.89
23.18,582.89
16.6,582.89
18.34,582.89
90.89,582.89
25.54,582.89
36.62,582.89
34.39,582.89
16.52,582.89
26.93,582.89
15.12,582.89
6.31,582.89
52.16,582.89
20.87,582.89
65.36,582.89
2.91,582.89
19.9,582.89
25.43,582.89
18.05,1043.2
2.09,1043.2
68.18,1043.2
15.89,1043.2
28.24,1043.2
57.67,1043.2
6.14,1043.2
54.99,1043.2
13.47,1043.2
29.42,1043.2
50.88,1043.2
38.02,1043.2
57.72,1043.2
5.05,1043.2
3.38,1043.2
1.35,1043.2
45.72,1043.2
55.09,1043.2
33.66,1043.2
50.22,1043.2
166.39,1043.2
17.8,1043.2
37,1043.2
25.75,1043.2
36.9,1043.2
32.52,1043.2
33.19,1043.2
38.26,1043.2
2.63,1043.2
17.53,1043.2
27.04,790.38
18.69,790.38
16.48,790.38
81.13,790.38
17.82,790.38
24.65,790.38
52.36,790.38
47.68,790.38
13.04,790.38
21.15,790.38
75.25,790.38
6.03,790.38
11.85,790.38
24.6,790.38
19.79,790.38
24.91,790.38
8.56,790.38
27.95,790.38
23.6,790.38
10.25,790.38
46.16,790.38
13.75,790.38
37.04,790.38
25.91,790.38
36.67,790.38
53.67,790.38
24.35,790.38
18.17,574.38
21.49,574.38
12.94,574.38
3.24,574.38
32.57,574.38
33.22,574.38
9.01,574.38
22.36,574.38
13.95,574.38
42.94,574.38
28.71,574.38
29.25,574.38
31.38,574.38
12.3,574.38
20.44,574.38
14.99,574.38
9.84,574.38
8.1,574.38
9.35,574.38
19.73,574.38
12.49,574.38
50.49,574.38
2.07,574.38
15.57,574.38
19.41,574.38
48.45,574.38
31.92,574.38
49.26,1162.72
668.62,1162.72
207.57,1162.72
131.6,1162.72
105.67,1162.72
0.46,933.58
19.83,933.58
1.57,933.58
11.16,933.58
207.72,933.58
13.41,933.58
39.72,933.58
12.25,933.58
33.9,933.58
29.36,933.58
25.6,933.58
21.73,933.58
12.06,933.58
58.2,933.58
42.22,933.58
34.52,933.58
31.36,933.58
5.84,933.58
54.1,933.58
22.92,933.58
10.87,933.58
11.02,933.58
46.46,933.58
27.18,933.58
16.78,933.58
64.77,933.58
53.38,933.58
25.19,933.58
546.86,4960.58
26.61,4960.58
31.05,4960.58
3.77,4960.58
4352.29,4960.58
73.55,770.21
19.04,770.21
32.1,770.21
0.98,770.21
27.17,770.21
5.94,770.21
11.87,770.21
20.63,770.21
31.29,770.21
32.03,770.21
26.95,770.21
38.69,770.21
10.58,770.21
24.28,770.21
11.82,770.21
4.6,770.21
8.43,770.21
37.43,770.21
21.91,770.21
18.41,770.21
5.39,770.21
24.05,770.21
27.54,770.21
26.56,770.21
44.94,770.21
32.52,770.21
53.48,770.21
48.7,770.21
49.33,770.21
23.14,23.14
15.87,884.04
19.55,884.04
4.99,884.04
41.03,884.04
17.96,884.04
12.86,884.04
51.52,884.04
27.14,884.04
13.2,884.04
32.44,884.04
34.79,884.04
44.13,884.04
61.62,884.04
49.44,884.04
22.51,884.04
34.49,884.04
42.4,884.04
5.99,884.04
0.97,884.04
21.4,884.04
46.69,884.04
17.89,884.04
16.87,884.04
34.19,884.04
42.76,884.04
34.27,884.04
34.73,884.04
44.35,884.04
57.99,884.04
7.45,740.15
32.79,740.15
17.5,740.15
59.77,740.15
8.47,740.15
10.49,740.15
25.05,740.15
9.41,740.15
3.43,740.15
19.17,740.15
15.1,740.15
118.92,740.15
39.77,740.15
12.09,740.15
27.6,740.15
23.02,740.15
40.9,740.15
40.95,740.15
44.22,740.15
8.44,740.15
38.87,740.15
5.57,740.15
38.86,740.15
32.93,740.15
29.07,740.15
6.7,740.15
23.61,740.15
24.53,1060.38
596.32,1060.38
298.63,1060.38
110.3,1060.38
30.6,1060.38
119.36,119.36
26.87,995.44
32.04,995.44
6.92,995.44
21.73,995.44
10.39,995.44
53.32,995.44
31.71,995.44
47.59,995.44
19.45,995.44
129.16,995.44
5.16,995.44
24.4,995.44
6.22,995.44
80.61,995.44
176.28,995.44
11.67,995.44
24.49,995.44
82.2,995.44
26.42,995.44
14.42,995.44
36.81,995.44
4.65,995.44
13.93,995.44
52.31,995.44
17.23,995.44
1.35,995.44
19.41,995.44
9.75,995.44
8.02,995.44
0.93,995.44
12.83,878.57
162.5,878.57
24.53,878.57
11.11,878.57
18.41,878.57
23.74,878.57
48.64,878.57
7.91,878.57
56.49,878.57
26.3,878.57
9.33,878.57
27.6,878.57
65.05,878.57
33.45,878.57
16.02,878.57
4.05,878.57
11.22,878.57
17.04,878.57
86.9,878.57
17.34,878.57
34.48,878.57
31.85,878.57
1.02,878.57
29.62,878.57
26.64,878.57
41.89,878.57
32.61,878.57
103.88,269.47
56.98,269.47
108.61,269.47
1.31,684.45
0.05,684.45
21.36,684.45
41.55,684.45
5.83,684.45
68.43,684.45
15.6,684.45
34.05,684.45
31.04,684.45
18.72,684.45
2.85,684.45
27.52,684.45
53.41,684.45
30.46,684.45
12.85,684.45
49.32,684.45
7.61,684.45
28.94,684.45
39.21,684.45
2.79,684.45
24.98,684.45
3.46,684.45
44.1,684.45
27.79,684.45
11.03,684.45
24.78,684.45
55.41,684.45
59.8,830.28
45.63,830.28
10.55,830.28
36.07,830.28
52.25,830.28
25.51,830.28
34.99,830.28
55.15,830.28
38.15,830.28
34.23,830.28
27.47,830.28
8.74,830.28
48.24,830.28
63.37,830.28
12.46,830.28
52.33,830.28
42.28,830.28
2.08,830.28
17.83,830.28
27.19,830.28
4.77,830.28
27.84,830.28
24.12,830.28
12.92,830.28
6.39,830.28
15.94,830.28
24.24,830.28
19.74,830.28
11.22,692.82
19.63,692.82
22.64,692.82
43.54,692.82
24.72,692.82
56.8,692.82
61.9,692.82
31.64,692.82
25.54,692.82
52.14,692.82
11.49,692.82
26.72,692.82
32.27,692.82
14.67,692.82
15.71,692.82
52.6,692.82
12.13,692.82
11.82,692.82
9.3,692.82
15.16,692.82
3.9,692.82
13.34,692.82
64.93,692.82
53.33,692.82
5.68,692.82
32.91,664.91
23.21,664.91
6.43,664.91
3.59,664.91
8.55,664.91
4.12,664.91
2.94,664.91
46.29,664.91
41.9,664.91
8.14,664.91
6.79,664.91
26.19,664.91
52.23,664.91
19.95,664.91
31.12,664.91
32.14,664.91
32.48,664.91
21.09,664.91
14.04,664.91
11.72,664.91
25.14,664.91
28.51,664.91
13.75,664.91
42.75,664.91
23.69,664.91
34.54,664.91
30.6,664.91
40.1,664.91
43.41,912.95
52.26,912.95
36.21,912.95
26.41,912.95
6.76,912.95
39.93,912.95
0.92,912.95
37.7,912.95
29.51,912.95
67.89,912.95
32.91,912.95
10.74,912.95
16.27,912.95
36.54,912.95
21.17,912.95
11.92,912.95
44.89,912.95
28.73,912.95
51.13,912.95
70.03,912.95
57.38,912.95
24.7,912.95
44.84,912.95
43.65,912.95
47.79,912.95
9.43,912.95
19.83,912.95
31.01,31.01
32.69,785.85
40.29,785.85
39.32,785.85
188.37,785.85
18.15,785.85
11.74,785.85
4.97,785.85
28.12,785.85
34.57,785.85
26.64,785.85
26.21,785.85
44.44,785.85
44.09,785.85
25.12,785.85
3.12,785.85
10.41,785.85
29.71,785.85
4.08,785.85
17.7,785.85
22.53,785.85
23.24,785.85
12.85,785.85
11.49,785.85
20.1,785.85
42.73,785.85
12.62,785.85
10.55,785.85
20.77,753.67
41.59,753.67
67.14,753.67
28.42,753.67
19.14,753.67
26.91,753.67
16.68,753.67
22.55,753.67
17.38,753.67
23.4,753.67
29.9,753.67
14.37,753.67
60.35,753.67
16.38,753.67
8.44,753.67
17.8,753.67
31.96,753.67
13.74,753.67
9.05,753.67
22.47,753.67
22.15,753.67
43.15,753.67
7.41,753.67
11.62,753.67
47.49,753.67
37.26,753.67
50,753.67
26.15,753.67
3.62,748.53
8.27,748.53
47.2,748.53
4.12,748.53
54.15,748.53
66.35,748.53
33.71,748.53
19.48,748.53
11.28,748.53
23.7,748.53
15.6,748.53
0.13,748.53
37.84,748.53
2.16,748.53
5.15,748.53
43.3,748.53
28.51,748.53
54.03,748.53
24.76,748.53
51.85,748.53
32.23,748.53
26.84,748.53
18.38,748.53
21.36,748.53
12.98,748.53
46,748.53
14.02,748.53
41.51,748.53
15.8,748.25
40.98,748.25
40.28,748.25
26.95,748.25
21.3,748.25
51.5,748.25
22.7,748.25
24.76,748.25
13.94,748.25
1.09,748.25
12.56,748.25
18.75,748.25
24.25,748.25
75.54,748.25
29.68,748.25
18.32,748.25
22.49,748.25
35.72,748.25
15.35,748.25
14.94,748.25
38.43,748.25
62.38,748.25
47.1,748.25
58.93,748.25
14.51,748.25
32.49,940.65
36.76,940.65
26.77,940.65
46.8,940.65
5.16,940.65
10.95,940.65
51.03,940.65
28.93,940.65
8.37,940.65
57.37,940.65
90.41,940.65
22.43,940.65
1.85,940.65
28.7,940.65
106.47,940.65
27.47,940.65
22.03,940.65
22.5,940.65
39.08,940.65
26.79,940.65
28.25,940.65
28.15,940.65
18.63,940.65
28.4,940.65
25.46,940.65
28.28,940.65
52.15,940.65
38.97,940.65
42.08,870.52
78.07,870.52
533.84,870.52
118.84,870.52
97.69,870.52
30.88,669.65
10,669.65
17.1,669.65
3.43,669.65
5.38,669.65
29.31,669.65
13.53,669.65
43.39,669.65
60.55,669.65
32.21,669.65
31.26,669.65
30.92,669.65
34.91,669.65
27.54,669.65
33.4,669.65
19.01,669.65
8.26,669.65
33.45,669.65
13.7,669.65
16.38,669.65
17.15,669.65
65.67,669.65
17.84,669.65
14.83,669.65
1.15,669.65
31.77,669.65
10.09,669.65
14.01,669.65
2.53,669.65
28.61,973.41
15.12,973.41
22.36,973.41
38.55,973.41
7.21,973.41
34.88,973.41
15.91,973.41
12.24,973.41
24.13,973.41
52.26,973.41
4.67,973.41
21.04,973.41
28.25,973.41
29.36,973.41
22.95,973.41
50.01,973.41
61.35,973.41
29.35,973.41
45.28,973.41
38.55,973.41
46.67,973.41
40.85,973.41
39.46,973.41
30.31,973.41
35.97,973.41
14.7,973.41
43.95,973.41
7.19,973.41
132.23,973.41
102.51,318.71
140.04,318.71
76.16,318.71
4.93,603.1
57.28,603.1
41.03,603.1
41.85,603.1
43.05,603.1
2.42,603.1
5.19,603.1
0.23,603.1
33.64,603.1
19.27,603.1
37.64,603.1
21.48,603.1
13.4,603.1
37.93,603.1
21.95,603.1
49.16,603.1
3.29,603.1
49.96,603.1
37.02,603.1
9.33,603.1
37.41,603.1
20.54,603.1
7.02,603.1
8.08,603.1
31.61,656.02
9.32,656.02
36.02,656.02
46.52,656.02
70.6,656.02
14.56,656.02
15.67,656.02
2.88,656.02
2.02,656.02
44.17,656.02
29.3,656.02
53.29,656.02
13.69,656.02
8.63,656.02
30.16,656.02
10.18,656.02
59.74,656.02
32.31,656.02
0.18,656.02
17.44,656.02
5.99,656.02
67.38,656.02
20.15,656.02
26.67,656.02
7.54,656.02
6.01,744.12
1.27,744.12
3.33,744.12
41.27,744.12
42.71,744.12
63.69,744.12
45.32,744.12
50.34,744.12
62.43,744.12
20.34,744.12
10.18,744.12
26.21,744.12
29.28,744.12
10.3,744.12
19.06,744.12
3.55,744.12
9.01,744.12
76.44,744.12
35.08,744.12
12.26,744.12
12.27,744.12
13.8,744.12
18.98,744.12
47.49,744.12
17.78,744.12
39.61,744.12
1.17,744.12
24.94,744.12
172.12,1789.78
155.06,1789.78
1034.82,1789.78
427.78,1789.78
38.2,902.37
21.25,902.37
13.01,902.37
27.2,902.37
2.45,902.37
34.1,902.37
15.88,902.37
23.46,902.37
25.37,902.37
23.13,902.37
37.84,902.37
18.29,902.37
14.05,902.37
39.43,902.37
20.28,902.37
5.54,902.37
3.87,902.37
33.34,902.37
90.6,902.37
25.86,902.37
24.36,902.37
21.92,902.37
44.08,902.37
11.27,902.37
18.19,902.37
34.07,902.37
206.81,902.37
28.52,902.37
33.84,806.91
26.89,806.91
41.53,806.91
41.07,806.91
60.6,806.91
25.35,806.91
8.4,806.91
40.13,806.91
20.46,806.91
48.95,806.91
48.4,806.91
46.01,806.91
6.41,806.91
54.49,806.91
26.1,806.91
20.2,806.91
46.29,806.91
32.12,806.91
85.69,806.91
5.8,806.91
43.86,806.91
9.65,806.91
17.35,806.91
9.59,806.91
7.73,806.91
12.43,615
26.12,615
24.3,615
24.83,615
8.33,615
28.72,615
14.15,615
35.17,615
41.22,615
59.27,615
24.18,615
20.39,615
8.24,615
25.49,615
45.44,615
17.25,615
0.85,615
39.18,615
27.68,615
46.29,615
15.11,615
11.83,615
7.49,615
5.44,615
21.96,615
5.7,615
17.94,615
64.99,834.4
20.13,834.4
16.96,834.4
26,834.4
50.06,834.4
40.41,834.4
18.6,834.4
9.95,834.4
35.8,834.4
0.2,834.4
8.01,834.4
7.31,834.4
61.41,834.4
18.85,834.4
15.94,834.4
6.74,834.4
35.91,834.4
57.81,834.4
19.2,834.4
30.53,834.4
31.74,834.4
25.3,834.4
6.91,834.4
40.17,834.4
2.2,834.4
70.09,834.4
7.65,834.4
1.37,834.4
41.43,834.4
10.53,834.4
52.2,834.4
44.07,1021.43
7.2,1021.43
52.47,1021.43
43.52,1021.43
21.19,1021.43
163.87,1021.43
9.81,1021.43
3.05,1021.43
43.65,1021.43
4.31,1021.43
137.97,1021.43
57.13,1021.43
11.65,1021.43
56.24,1021.43
62.3,1021.43
15.96,1021.43
29.04,1021.43
13.68,1021.43
42.34,1021.43
6.52,1021.43
11.43,1021.43
9.56,1021.43
46.48,1021.43
13.69,1021.43
4.51,1021.43
40.15,1021.43
18.74,1021.43
32.88,1021.43
10.35,1021.43
7.67,1021.43
12.53,725.59
10.01,725.59
0.72,725.59
50.69,725.59
30.77,725.59
35.72,725.59
8.61,725.59
13.87,725.59
18.41,725.59
45,725.59
22.05,725.59
26.23,725.59
80.31,725.59
8.08,725.59
96.82,725.59
6.63,725.59
5.86,725.59
17.69,725.59
57.26,725.59
29.75,725.59
1.28,725.59
28.48,725.59
24.58,725.59
11.94,725.59
8.15,725.59
18.08,725.59
3.34,725.59
52.73,725.59
45.97,521.03
10.92,521.03
15.72,521.03
28.03,521.03
31.75,521.03
32.42,521.03
24.82,521.03
27.75,521.03
1.31,521.03
8.45,521.03
49.8,521.03
31.53,521.03
46.45,521.03
5.35,521.03
52.42,521.03
12.65,521.03
2.37,521.03
3.18,521.03
3.59,521.03
13.2,521.03
12.88,521.03
19.65,521.03
1.6,521.03
27.92,521.03
6,521.03
5.3,521.03
4.96,926.76
12.22,926.76
49.38,926.76
31.34,926.76
16.9,926.76
36.78,926.76
56.92,926.76
55.22,926.76
21.17,926.76
64.77,926.76
11.09,926.76
10.35,926.76
25.16,926.76
31.54,926.76
22.85,926.76
19.64,926.76
6.21,926.76
27.91,926.76
18,926.76
37.76,926.76
44.56,926.76
82.21,926.76
25.17,926.76
25.18,926.76
27.2,926.76
7.08,926.76
16.87,926.76
26.34,926.76
53.65,926.76
55.17,926.76
3.16,926.76
4.12,1544.1
33.12,1544.1
260.03,1544.1
37.96,1544.1
9.74,1544.1
158.83,1544.1
34.77,1544.1
249.8,1544.1
48.82,1544.1
12.16,1544.1
33.22,1544.1
33.68,1544.1
19,1544.1
34.47,1544.1
21.04,1544.1
18.28,1544.1
11.03,1544.1
13.05,1544.1
10.13,1544.1
26.85,1544.1
30.34,1544.1
32.3,1544.1
39.38,1544.1
37.63,1544.1
0.2,1544.1
20.19,1544.1
34.24,1544.1
1.21,1544.1
14.03,1544.1
61.17,1544.1
9.33,1544.1
166.76,1544.1
24.72,1544.1
2.5,1544.1
24.7,648.4
32.97,648.4
23.5,648.4
21.35,648.4
29.87,648.4
15.42,648.4
49.29,648.4
6.37,648.4
38.47,648.4
0.69,648.4
56.95,648.4
60.36,648.4
21.94,648.4
9.07,648.4
37.45,648.4
1.08,648.4
1.73,648.4
29.4,648.4
35.72,648.4
4.08,648.4
8.7,648.4
36.24,648.4
29.6,648.4
17.75,648.4
0.68,648.4
30.65,648.4
24.37,648.4
2.56,944.44
96.19,944.44
19.78,944.44
0.38,944.44
3.8,944.44
63.52,944.44
17.7,944.44
71.69,944.44
23.07,944.44
19.25,944.44
54.44,944.44
5.24,944.44
10.61,944.44
32.56,944.44
33.27,944.44
27.68,944.44
55.08,944.44
17.17,944.44
15.92,944.44
84.07,944.44
11.08,944.44
23.58,944.44
47.23,944.44
52.63,944.44
32.91,944.44
46.81,944.44
22.68,944.44
23.22,944.44
30.32,944.44
65.26,786.02
12.89,786.02
23.74,786.02
3.48,786.02
33.87,786.02
58.98,786.02
38.93,786.02
32.7,786.02
68.45,786.02
75.53,786.02
5.28,786.02
37.71,786.02
67.25,786.02
4.19,786.02
19.98,786.02
38.43,786.02
7.17,786.02
44.69,786.02
17.9,786.02
28.61,786.02
11.07,786.02
12.97,786.02
20.92,786.02
3.45,786.02
27.32,786.02
25.25,786.02
89.54,89.54
32.3,794.07
43.83,794.07
36.99,794.07
24.94,794.07
47.66,794.07
52.15,794.07
25.19,794.07
37.29,794.07
11.45,794.07
9.26,794.07
0.09,794.07
18.79,794.07
29.72,794.07
8.72,794.07
60.09,794.07
1.5,794.07
48.99,794.07
39.68,794.07
21.91,794.07
59.63,794.07
1.03,794.07
27.24,794.07
35.8,794.07
6.62,794.07
9.96,794.07
39.72,794.07
44.64,794.07
18.88,794.07
13,989.44
37.03,989.44
40.76,989.44
74.24,989.44
0.73,989.44
39.08,989.44
18.23,989.44
76.22,989.44
68.67,989.44
83.04,989.44
89.02,989.44
9.38,989.44
18.67,989.44
2.47,989.44
5.58,989.44
47.29,989.44
32,989.44
13.21,989.44
11.51,989.44
62.14,989.44
2.13,989.44
30.73,989.44
4.71,989.44
33.98,989.44
45.41,989.44
25.93,989.44
24.87,989.44
27.34,989.44
35.33,989.44
16.74,989.44
37.44,909.56
31.06,909.56
10.75,909.56
28.65,909.56
9.52,909.56
62.94,909.56
19.7,909.56
3.13,909.56
40.71,909.56
38.05,909.56
24.06,909.56
0.07,909.56
53.18,909.56
37.55,909.56
47.48,909.56
52.29,909.56
45.98,909.56
20.85,909.56
3.97,909.56
43.38,909.56
66.88,909.56
9.62,909.56
5.04,909.56
13.11,909.56
44.1,909.56
55.4,909.56
46.03,909.56
58.62,909.56
7.11,811.06
22.06,811.06
22.18,811.06
6.52,811.06
10.98,811.06
30.52,811.06
67.01,811.06
22.63,811.06
9.47,811.06
25.02,811.06
19.41,811.06
37.62,811.06
33.79,811.06
108.47,811.06
23.85,811.06
28.43,811.06
55.84,811.06
3.26,811.06
41.16,811.06
54.81,811.06
41.93,811.06
34.32,811.06
36.89,811.06
9.72,811.06
22.56,811.06
0.4,811.06
21.73,811.06
13.37,811.06
10.47,958.15
20.74,958.15
52.22,958.15
22.89,958.15
134.48,958.15
14.59,958.15
63.01,958.15
15.63,958.15
19.41,958.15
7.51,958.15
6.5,958.15
23.49,958.15
123.75,958.15
71.52,958.15
4.67,958.15
19.04,958.15
0.47,958.15
34.46,958.15
48.94,958.15
30.25,958.15
32.46,958.15
44.07,958.15
12.56,958.15
28.57,958.15
35.76,958.15
5.72,958.15
35.42,958.15
39.55,958.15
26.55,717.01
4.14,717.01
31.14,717.01
31.49,717.01
4.25,717.01
16.7,717.01
2.98,717.01
4,717.01
15.2,717.01
18.01,717.01
10.33,717.01
38.15,717.01
53.68,717.01
14.08,717.01
26.78,717.01
15.78,717.01
1.09,717.01
9.52,717.01
97.82,717.01
37.69,717.01
33.68,717.01
1.7,717.01
19.37,717.01
38.17,717.01
26.35,717.01
55,717.01
20.16,717.01
63.2,717.01
73.43,73.43
34.43,596.56
27.78,596.56
28.21,596.56
38.16,596.56
1.6,596.56
42.57,596.56
9.85,596.56
5,596.56
0.13,596.56
11.46,596.56
37.31,596.56
26.14,596.56
8.04,596.56
2.72,596.56
1.5,596.56
30.45,596.56
43.75,596.56
5.02,596.56
51.36,596.56
17.69,596.56
27.59,596.56
21.49,596.56
19.84,596.56
36.59,596.56
20.27,596.56
10.92,596.56
7.46,596.56
14.29,596.56
14.94,596.56
2.79,2341.26
9.81,2341.26
74.74,2341.26
19.63,2341.26
182.06,2341.26
29.53,2341.26
48.81,2341.26
29.36,2341.26
63.18,2341.26
53.3,2341.26
163.27,2341.26
15.66,2341.26
10.54,2341.26
14.04,2341.26
3.87,2341.26
187.27,2341.26
44.21,2341.26
34.4,2341.26
22.85,2341.26
9.69,2341.26
8.39,2341.26
633.78,2341.26
29.48,2341.26
13.58,2341.26
1.25,2341.26
479.95,2341.26
37.68,2341.26
33.26,2341.26
0.4,2341.26
49.41,2341.26
16.41,2341.26
18.66,2341.26
1.91,121.24
119.33,121.24
115.87,564.61
124.49,564.61
324.25,564.61
23.75,1307.34
18.04,1307.34
52.9,1307.34
109.74,1307.34
49.16,1307.34
63.98,1307.34
36.56,1307.34
10.85,1307.34
26.42,1307.34
26.6,1307.34
58.38,1307.34
74.99,1307.34
10.37,1307.34
191.11,1307.34
85.58,1307.34
16.99,1307.34
3.95,1307.34
52.39,1307.34
21.32,1307.34
8.9,1307.34
37.28,1307.34
9.31,1307.34
36.36,1307.34
28.54,1307.34
15.69,1307.34
3.7,1307.34
15.29,1307.34
12.04,1307.34
18.31,1307.34
52.55,1307.34
39.23,1307.34
97.06,1307.34
8.4,221.84
10.96,221.84
110.79,221.84
16.09,221.84
75.6,221.84
4.12,729.19
18.96,729.19
24.16,729.19
49.39,729.19
3.82,729.19
32.03,729.19
28.13,729.19
0.07,729.19
4.64,729.19
29.77,729.19
64.36,729.19
43.31,729.19
7.23,729.19
7.41,729.19
30.16,729.19
35.8,729.19
32.13,729.19
28.05,729.19
35.49,729.19
31.5,729.19
46.36,729.19
47.93,729.19
53.52,729.19
17.95,729.19
9.04,729.19
43.86,729.19
31.5,954.59
24.25,954.59
18.28,954.59
5.63,954.59
56.37,954.59
37.76,954.59
35.83,954.59
37.3,954.59
12.4,954.59
56.36,954.59
29.33,954.59
32.35,954.59
10.91,954.59
6.59,954.59
30.49,954.59
76.6,954.59
37.22,954.59
177.8,954.59
15.02,954.59
10.77,954.59
45.45,954.59
12.15,954.59
15.5,954.59
28.93,954.59
45.38,954.59
8.78,954.59
16.66,954.59
29.91,954.59
9.07,954.59
188.36,303.03
114.67,303.03
4.42,685.28
47.61,685.28
19.78,685.28
35.27,685.28
8.1,685.28
0.22,685.28
54.03,685.28
35.67,685.28
37.97,685.28
27.4,685.28
14.4,685.28
33.75,685.28
24.03,685.28
38.69,685.28
26.6,685.28
30.79,685.28
8.2,685.28
36.14,685.28
36.45,685.28
54.54,685.28
21.34,685.28
57.78,685.28
32.1,685.28
8,811.63
32.76,811.63
2.69,811.63
6.26,811.63
66.01,811.63
40.04,811.63
29.58,811.63
30.7,811.63
23.05,811.63
14.79,811.63
17.1,811.63
50.37,811.63
25.89,811.63
50.82,811.63
19.72,811.63
28.99,811.63
46.03,811.63
0.89,811.63
14.01,811.63
18.7,811.63
1.98,811.63
14.15,811.63
75.88,811.63
3,811.63
35.33,811.63
22.37,811.63
33.33,811.63
19.82,811.63
34.73,811.63
44.64,811.63
28.38,683.32
54.24,683.32
8.7,683.32
16.25,683.32
35.24,683.32
4.17,683.32
40.42,683.32
39.26,683.32
11.29,683.32
97.82,683.32
49.95,683.32
1.59,683.32
24.53,683.32
32.8,683.32
27.8,683.32
10.51,683.32
7.36,683.32
29.87,683.32
4.6,683.32
1.34,683.32
19.45,683.32
30.76,683.32
1.1,683.32
7.2,683.32
16.39,683.32
43.3,683.32
39,683.32
47.71,723.77
1.51,723.77
10.98,723.77
43.33,723.77
19.38,723.77
19.76,723.77
46.53,723.77
1.18,723.77
0.09,723.77
42.93,723.77
5.36,723.77
28.59,723.77
6.76,723.77
22.36,723.77
19.94,723.77
58.03,723.77
6.49,723.77
110.75,723.77
11.04,723.77
50.74,723.77
8.21,723.77
26.11,723.77
16.63,723.77
46.5,723.77
28.14,723.77
44.72,723.77
124.89,551.35
83.04,551.35
22.78,551.35
24.59,551.35
48.79,551.35
38.05,551.35
65.24,551.35
10.21,551.35
59.93,551.35
33.18,551.35
40.65,551.35
36.14,799.86
30.16,799.86
49.17,799.86
27.67,799.86
27.84,799.86
26.79,799.86
12.63,799.86
33.17,799.86
43.48,799.86
6.48,799.86
10.42,799.86
58.61,799.86
0.38,799.86
4.99,799.86
32.58,799.86
29.59,799.86
60.13,799.86
79.79,799.86
56.33,799.86
44.07,799.86
4,799.86
46.76,799.86
23.35,799.86
22.8,799.86
3.04,799.86
3.33,799.86
